city,city_ascii,country,iso2,state,county,display_ascii,nomin_id,osm_id,bb_min_lat,bb_max_lat,bb_min_lon,bb_max_lon,lon,lat,display_name,osm_type,place_class,place_type,importance,zoom,bb_center_lat,bb_center_lon
Peterborough,Peterborough,Canada,CA,Ontario,,"Peterborough, Ontario, Canada",259164808,7473849,44.2526297,44.3784864,-78.3879706,-78.2683318,-78.3199496,44.3048009,"Peterborough, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.8257898435178819,13.901338176142916,44.31555805,-78.32815120000001
Newmarket,Newmarket,Canada,CA,Ontario,,"Newmarket, Ontario, Canada",258523698,2407406,44.0160565,44.0834542,-79.5093664,-79.4117446,-79.461708,44.056258,"Newmarket, York Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.7831090656363466,13.960741205304284,44.04975535,-79.4605555
Deer Lake,Deer Lake,Canada,CA,Newfoundland and Labrador,,"Deer Lake, Newfoundland and Labrador, Canada",297084281,2846636,49.1580131,49.2279105,-57.4931408,-57.2564975,-57.38789158066052,49.19296545,"Deer Lake, unincorporated Newfoundland, Newfoundland, Newfoundland and Labrador, Canada",relation,boundary,administrative,1.07,13.89094417789178,49.1929618,-57.37481915
Quesnel,Quesnel,Canada,CA,British Columbia,,"Quesnel, British Columbia, Canada",258603083,2222267,52.9391643,53.0342547,-122.5411239,-122.3962441,-122.4936273,52.9794279,"Quesnel, Cariboo Regional District, British Columbia, Canada",relation,boundary,administrative,0.8530555432353062,13.91031160423858,52.9867095,-122.468684
Val-d’Or,Val-d'Or,Canada,CA,Quebec,,"Val-d'Or, Quebec, Canada",258997835,7359771,47.7026504,48.2875255,-78.2211937,-76.9332301,-77.7875715,48.1023356,"Val-d'Or, La Vallée-de-l'Or, Abitibi-Témiscamingue, Québec, Canada",relation,boundary,administrative,0.862393326503101,8.72860321365134,47.99508795,-77.57721190000001
Rideau Lakes,Rideau Lakes,Canada,CA,Ontario,,"Rideau Lakes, Ontario, Canada",258986741,7434053,44.4905534,44.9003378,-76.52215,-75.9704095,-76.25709604054268,44.6956662,"Rideau Lakes, Leeds and Grenville Counties, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6938112565126803,12.422632991793668,44.6954456,-76.24627975
Saint-Rémi,Saint-Remi,Canada,CA,Quebec,,"Saint-Remi, Quebec, Canada",259213459,7785079,45.1846228,45.314687,-73.6982959,-73.5683341,-73.6188315,45.2591064,"Saint-Rémi, Les Jardins-de-Napierville, Montérégie, Québec, J0L 2L0, Canada",relation,boundary,administrative,0.5804888192275826,13.888403313527943,45.249654899999996,-73.63331500000001
Bonnyville,Bonnyville,Canada,CA,Alberta,,"Bonnyville, Alberta, Canada",225356,51972819,54.227778,54.307778,-110.7751604,-110.6951604,-110.7351604,54.267778,"Bonnyville, Town of Bonnyville, Alberta, T9N 0A6, Canada",node,place,town,0.6939616198583312,13.961998826979475,54.267778,-110.73516040000001
Saint-Bruno-de-Montarville,Saint-Bruno-de-Montarville,Canada,CA,Quebec,,"Saint-Bruno-de-Montarville, Quebec, Canada",258948550,7042081,45.4811617,45.5736924,-73.395828,-73.2873501,-73.3391798,45.5256161,"Saint-Bruno-de-Montarville, Longueuil (agglomeration), Montérégie, Québec, Canada",relation,boundary,administrative,0.9226019224146527,13.936511184552959,45.52742705,-73.34158905
Coteau-du-Lac,Coteau-du-Lac,Canada,CA,Quebec,,"Coteau-du-Lac, Quebec, Canada",259034695,7696246,45.2407394,45.3521704,-74.2526402,-74.126696,-74.1782005,45.2963957,"Coteau-du-Lac, Vaudreuil-Soulanges, Montérégie, Québec, Canada",relation,boundary,administrative,0.8417835867539969,13.908507972765753,45.2964549,-74.1896681
Saint-Sauveur,Saint-Sauveur,Canada,CA,Quebec,,"Saint-Sauveur, Quebec, Canada",259207199,7697467,45.8348466,45.9215548,-74.2633116,-74.1337535,-74.158058,45.894309,"Saint-Sauveur, Les Pays-d'en-Haut, Laurentides, Québec, Canada",relation,boundary,administrative,0.7109670814249653,13.928129503943753,45.8782007,-74.19853255
Deux-Montagnes,Deux-Montagnes,Canada,CA,Quebec,,"Deux-Montagnes, Quebec, Canada",258710696,2798489,45.5253086,45.5576566,-73.9265447,-73.8806463,-73.9043321,45.5372581,"Deux-Montagnes, Laurentides, Québec, Canada",relation,boundary,administrative,0.7262305829362974,13.996439410259182,45.5414826,-73.9035955
Coldstream,Coldstream,Canada,CA,British Columbia,,"Coldstream, British Columbia, Canada",258473346,2221793,50.1946115,50.2529709,-119.2898678,-119.0575683,-119.2297404,50.2238758,"Coldstream, Regional District of North Okanagan, British Columbia, Canada",relation,boundary,administrative,0.7699999999999999,13.911851839229648,50.2237912,-119.17371804999999
Saanich,Saanich,Canada,CA,British Columbia,,"Saanich, British Columbia, Canada",258642416,2221059,48.4333875,48.5580058,-123.477976,-123.2606575,-123.3764946,48.4594315,"Saanich, Capital Regional District, British Columbia, Canada",relation,boundary,administrative,0.8335105246103416,13.817084274662129,48.49569665,-123.36931675
St. Marys,St. Marys,Canada,CA,Ontario,,"St. Marys, Ontario, Canada",259018989,7486331,43.2347353,43.2733349,-81.1684104,-81.1115039,-81.1408629,43.2570855,"St. Marys, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.8165765408267367,13.991451612503534,43.254035099999996,-81.13995715
Stone Mills,Stone Mills,Canada,CA,Ontario,,"Stone Mills, Ontario, Canada",258986890,7435649,44.2789168,44.6384821,-77.1900838,-76.7285867,-76.94020303929446,44.458680349999995,"Stone Mills, Lennox and Addington County, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6702548452552093,12.844138764287583,44.45869945,-76.95933525
Chandler,Chandler,Canada,CA,Quebec,,"Chandler, Quebec, Canada",259093524,8271776,48.2064111,48.5034124,-64.9575568,-64.5732957,-64.6783785,48.3485676,"Chandler, Le Rocher-Percé, Gaspésie–Îles-de-la-Madeleine, Québec, Canada",relation,boundary,administrative,0.6376523853043148,13.207179374932302,48.35491175,-64.76542625
Owen Sound,Owen Sound,Canada,CA,Ontario,,"Owen Sound, Ontario, Canada",259262993,7478456,44.5408993,44.6095408,-80.9637208,-80.8918575,-80.9430094,44.5678105,"Owen Sound, Grey County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.8502561338337671,13.972279233490305,44.57522005,-80.92778915
LaSalle,LaSalle,Canada,CA,Ontario,,"LaSalle, Ontario, Canada",258995086,7429828,42.18014,42.2559189,-83.1328652,-82.9969407,-83.06409000924808,42.21807995,"Lasalle, Essex County, Southwestern Ontario, Ontario, Canada",relation,boundary,municipality,0.6585505566535597,13.934670675680373,42.21802945,-83.06490295
Esquimalt,Esquimalt,Canada,CA,British Columbia,,"Esquimalt, British Columbia, Canada",258307302,2221054,48.4134323,48.4522884,-123.4433973,-123.3900983,-123.4136049,48.4299051,"Esquimalt, Capital Regional District, British Columbia, Canada",relation,boundary,administrative,0.7992076786721447,13.992331509822762,48.43286035,-123.4167478
Longueuil,Longueuil,Canada,CA,Quebec,,"Longueuil, Quebec, Canada",258941077,6948543,45.4329827,45.588617,-73.5306573,-73.3389814,-73.4467466,45.5172382,"Longueuil, Longueuil (agglomeration), Montérégie, Québec, Canada",relation,boundary,administrative,0.718384867578516,13.797819083535163,45.51079985,-73.43481935
Trail,Trail,Canada,CA,British Columbia,,"Trail, British Columbia, Canada",258689521,2221425,49.0279456,49.1466142,-117.7589037,-117.6106688,-117.7095371,49.0944508,"Trail, Regional District of Kootenay Boundary, British Columbia, Canada",relation,boundary,administrative,0.8625718562859093,13.883586456019472,49.0872799,-117.68478625
Strathmore,Strathmore,Canada,CA,Alberta,,"Strathmore, Alberta, Canada",258895083,4263925,51.0160139,51.0742799,-113.4470732,-113.3537391,-113.40548860649379,51.0467479,"Strathmore, Alberta, Canada",relation,boundary,administrative,0.78,13.968737975484979,51.0451469,-113.40040615000001
Les Îles-de-la-Madeleine,Les Iles-de-la-Madeleine,Canada,CA,Quebec,,"Les Iles-de-la-Madeleine, Quebec, Canada",259111310,8402197,47.2117209,47.5784394,-62.0212004,-61.4924719,-61.89598414191659,47.394929700000006,"Les Îles-de-la-Madeleine, communauté maritime des Îles-de-la-Madeleine, Gaspésie–Îles-de-la-Madeleine, Québec, Canada",relation,boundary,administrative,0.9460469573626719,12.648254216267333,47.39508015,-61.75683615
Warman,Warman,Canada,CA,Saskatchewan,,"Warman, Saskatchewan, Canada",259516535,11800402,52.3040761,52.3399831,-106.6040171,-106.5559232,-106.58425844059354,52.3210873,"Warman, Saskatchewan, Canada",relation,boundary,administrative,0.78,13.994742449502244,52.3220296,-106.57997015
High River,High River,Canada,CA,Alberta,,"High River, Alberta, Canada",149508,29578098,50.5397079,50.6197079,-113.8969213,-113.8169213,-113.8569213,50.5797079,"High River, Town of High River, Alberta, T1V 1P2, Canada",node,place,town,0.72,13.961998826979475,50.5797079,-113.85692130000001
Elizabethtown-Kitley,Elizabethtown-Kitley,Canada,CA,Ontario,,"Elizabethtown-Kitley, Ontario, Canada",258995355,7434056,44.5037379,44.8622927,-76.1099281,-75.6356174,-75.80833311545453,44.68248785,"Elizabethtown-Kitley, Leeds and Grenville Counties, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6923437491030711,12.8152142729539,44.683015299999994,-75.87277275
Rocky Mountain House,Rocky Mountain House,Canada,CA,Alberta,,"Rocky Mountain House, Alberta, Canada",259318006,6075374,52.3558018,52.4067267,-114.9481573,-114.8778016,-114.91205773182915,52.38196845,"Rocky Mountain House, Alberta, Canada",relation,boundary,administrative,0.97,13.981738104709368,52.38126425,-114.91297945
Drummond/North Elmsley,Drummond/North Elmsley,Canada,CA,Ontario,,"Drummond/North Elmsley, Ontario, Canada",259159077,7426081,44.8139816,45.0949191,-76.3834225,-76.0287755,-76.21034565791723,44.956898100000004,"Drummond-North Elmsley, Lanark County, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.7611073642248937,13.308725373685238,44.95445035,-76.206099
Parksville,Parksville,Canada,CA,British Columbia,,"Parksville, British Columbia, Canada",307729572,2227466,49.2976259,49.3450207,-124.3525432,-124.2447389,-124.3117397,49.3179514,"Parksville, Regional District of Nanaimo, British Columbia, Canada",relation,boundary,administrative,0.8408699095991248,13.971042115652589,49.3213233,-124.29864105
Petrolia,Petrolia,Canada,CA,Ontario,,"Petrolia, Ontario, Canada",258572520,4009936,42.8689932,42.9002893,-82.1637477,-82.1160886,-82.149582,42.882002,"Petrolia, Lambton County, Southwestern Ontario, Ontario, N0N 1R0, Canada",relation,boundary,administrative,0.6577684953714005,13.996391605961126,42.88464125,-82.13991815
Vernon,Vernon,Canada,CA,British Columbia,,"Vernon, British Columbia, Canada",258316701,2221798,50.1514945,50.3215156,-119.4764321,-119.2052068,-119.2718157,50.2668671,"Vernon, Regional District of North Okanagan, British Columbia, Canada",relation,boundary,administrative,0.8919075774773866,13.683728912038857,50.23650505,-119.34081945
Morinville,Morinville,Canada,CA,Alberta,,"Morinville, Alberta, Canada",258924471,4651123,53.7743536,53.8182272,-113.6606552,-113.6198646,-113.6506625,53.8009283,"Morinville, Alberta, Canada",relation,boundary,administrative,0.78,13.994302960707946,53.796290400000004,-113.64025989999999
Bois-des-Filion,Bois-des-Filion,Canada,CA,Quebec,,"Bois-des-Filion, Quebec, Canada",259034136,7703989,45.6514703,45.6858327,-73.7834467,-73.7454152,-73.7562419,45.6713243,"Bois-des-Filion, Thérèse-De Blainville, Laurentides, Québec, Canada",relation,boundary,administrative,0.76,13.99768570213429,45.668651499999996,-73.76443094999999
Magog,Magog,Canada,CA,Quebec,,"Magog, Quebec, Canada",259062077,7953117,45.1608006,45.3057078,-72.2472943,-72.0421923,-72.147903,45.265463,"Magog, Memphrémagog, Estrie, Québec, Canada",relation,boundary,administrative,0.6611484119678925,13.798593956169528,45.233254200000005,-72.14474329999999
Saint-Lazare,Saint-Lazare,Canada,CA,Quebec,,"Saint-Lazare, Quebec, Canada",259025265,7696245,45.3714469,45.4504397,-74.2425791,-74.0724136,-74.1359184,45.3996015,"Saint-Lazare, Vaudreuil-Soulanges, Montérégie, Québec, Canada",relation,boundary,administrative,0.7235105246103417,13.912657697123556,45.4109433,-74.15749635
Weyburn,Weyburn,Canada,CA,Saskatchewan,,"Weyburn, Saskatchewan, Canada",241169,52288814,49.509405,49.829405,-104.011013,-103.691013,-103.851013,49.669405,"Weyburn, Saskatchewan, S4H 2J4, Canada",node,place,city,0.7861180030287631,13.289341935483854,49.669405,-103.851013
Saint-Eustache,Saint-Eustache,Canada,CA,Quebec,,"Saint-Eustache, Quebec, Canada",259026663,7699988,45.5324463,45.6216329,-74.0258183,-73.8407516,-73.8929714,45.5646052,"St-Eustache, Deux-Montagnes, Laurentides, Québec, J7P1Z8, Canada",relation,boundary,administrative,0.6432195319778348,13.891191390869103,45.5770396,-73.93328495
Saint-Lin--Laurentides,Saint-Lin--Laurentides,Canada,CA,Quebec,,"Saint-Lin--Laurentides, Quebec, Canada",259027512,7704067,45.8043829,45.9111734,-73.9009372,-73.6706518,-73.7586793,45.8524052,"Saint-Lin–Laurentides, Montcalm, Lanaudière, Québec, Canada",relation,boundary,administrative,0.8031177099187253,13.834528292975206,45.85777815,-73.78579450000001
Rosemère,Rosemere,Canada,CA,Quebec,,"Rosemere, Quebec, Canada",259027303,7703992,45.6109234,45.6646664,-73.8285643,-73.7679315,-73.8052338,45.6323155,"Rosemère, Thérèse-De Blainville, Laurentides, Québec, Canada",relation,boundary,administrative,0.5033266335064898,13.98401020247055,45.6377949,-73.7982479
Lakeshore,Lakeshore,Canada,CA,Ontario,,"Lakeshore, Ontario, Canada",259138964,7430915,42.1653598,42.3981039,-82.8774101,-82.4299056,-82.8189267,42.3038299,"Lakeshore, Essex County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6646235981349721,13.27705170862002,42.28173185,-82.65365785
Hearst,Hearst,Canada,CA,Ontario,,"Hearst, Ontario, Canada",259201482,7588785,49.6548796,49.7205689,-83.7590484,-83.5704037,-83.666382,49.690732,"Hearst, Cochrane District, Northeastern Ontario, Ontario, P0L 1N0, Canada",relation,boundary,administrative,0.6872249460811545,13.92001425838223,49.68772425,-83.66472605
Montréal,Montreal,Canada,CA,Quebec,,"Montreal, Quebec, Canada",258430034,1634158,45.4100756,45.7047897,-73.9741567,-73.4742952,-73.6103642,45.4972159,"Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada",relation,boundary,administrative,0.8217364878160477,12.974620966107175,45.557432649999996,-73.72422595
Happy Valley,Happy Valley,Canada,CA,Newfoundland and Labrador,,"Happy Valley, Newfoundland and Labrador, Canada",277548,107362941,53.28,53.32,-60.32,-60.28,-60.3,53.3,"Happy Valley, Happy Valley-Goose Bay, Labrador, Newfoundland and Labrador, A0P 1E0, Canada",node,place,hamlet,0.87,13.995631671554253,53.3,-60.3
Granby,Granby,Canada,CA,Quebec,,"Granby, Quebec, Canada",259056284,7927022,45.3375585,45.457917,-72.8459047,-72.6633359,-72.721834,45.3990409,"Granby, La Haute-Yamaska, Montérégie, Québec, Canada",relation,boundary,administrative,0.6988194016442624,13.85287631362142,45.397737750000005,-72.7546203
L’Epiphanie,L'Epiphanie,Canada,CA,Quebec,,"L'Epiphanie, Quebec, Canada",259561691,7706378,45.8413583,45.8580941,-73.5005671,-73.4679365,-73.48463299084608,45.8496816,"L'Épiphanie (ville), L'Épiphanie, L'Assomption (MRC), Lanaudière, Québec, Canada",relation,boundary,administrative,0.584579673985169,14.448573372385088,45.849726200000006,-73.4842518
Maple Ridge,Maple Ridge,Canada,CA,British Columbia,,"Maple Ridge, British Columbia, Canada",258306504,2221140,49.1668788,49.3532551,-122.6716928,-122.4080109,-122.5997078,49.2197345,"Maple Ridge, British Columbia, Canada",relation,boundary,administrative,0.9425609426367951,13.662497947358919,49.260066949999995,-122.53985184999999
Saint-Basile-le-Grand,Saint-Basile-le-Grand,Canada,CA,Quebec,,"Saint-Basile-le-Grand, Quebec, Canada",259207341,7903229,45.4810863,45.5752089,-73.3221679,-73.2318284,-73.2876515,45.526246,"Saint-Basile-le-Grand, La Vallée-du-Richelieu, Montérégie, Québec, Canada",relation,boundary,administrative,0.8905052507959779,13.947263516669098,45.5281476,-73.27699815
Essa,Essa,Canada,CA,Ontario,,"Essa, Ontario, Canada",258876417,6060874,44.1623841,44.3620296,-79.9226869,-79.704303,-79.81214925355395,44.257557649999995,"Essa, Simcoe County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.6270855185391935,13.701348745532146,44.26220685,-79.81349495
Beaumont,Beaumont,Canada,CA,Alberta,,"Beaumont, Alberta, Canada",258904524,6677171,53.3306871,53.3812741,-113.464481,-113.390644,-113.4151434,53.3525496,"Beaumont, Alberta, Canada",relation,boundary,administrative,0.7819115072463256,13.980670715012124,53.355980599999995,-113.4275625
Lanark Highlands,Lanark Highlands,Canada,CA,Ontario,,"Lanark Highlands, Ontario, Canada",259215597,7416937,44.8579,45.3118097,-76.769081,-76.2277499,-76.48559826942638,45.0875524,"Lanark Highlands, Lanark County, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6585914067554399,12.285153222031733,45.08485485,-76.49841545000001
Winkler,Winkler,Canada,CA,Manitoba,,"Winkler, Manitoba, Canada",108027374,72941011,49.1627716,49.1999741,-97.972201,-97.9087753,-97.937622,49.187089,"Winkler, Stanley, Manitoba, Canada",way,boundary,administrative,0.7501317882095726,13.990309311707465,49.18137285,-97.94048815
Fort Frances,Fort Frances,Canada,CA,Ontario,,"Fort Frances, Ontario, Canada",259163357,7657827,48.5929652,48.6495789,-93.4499765,-93.3067315,-93.3967615,48.6114425,"Fort Frances, Rainy River District, Northwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.7881802197739116,13.950019722439693,48.62127205,-93.378354
Waterloo,Waterloo,Canada,CA,Ontario,,"Waterloo, Ontario, Canada",258270082,2062154,43.4322663,43.5312209,-80.6260904,-80.4674214,-80.5222961,43.4652699,"Waterloo, Region of Waterloo, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.81226401465743,13.89682799159375,43.4817436,-80.5467559
Cowansville,Cowansville,Canada,CA,Quebec,,"Cowansville, Quebec, Canada",259056177,7926998,45.1823394,45.2337013,-72.8370819,-72.6853155,-72.7479195,45.2076125,"Cowansville, Brome-Missisquoi, Montérégie, Québec, Canada",relation,boundary,administrative,0.652781255290952,13.95222420683086,45.20802035,-72.7611987
Qualicum Beach,Qualicum Beach,Canada,CA,British Columbia,,"Qualicum Beach, British Columbia, Canada",259079459,6623153,49.3264794,49.3638367,-124.4868418,-124.3791826,-124.4439409,49.3479861,"Qualicum Beach, Regional District of Nanaimo, British Columbia, Canada",relation,boundary,administrative,0.8983325464571609,13.97866210048238,49.345158049999995,-124.4330122
Dryden,Dryden,Canada,CA,Ontario,,"Dryden, Ontario, Canada",258674614,4858156,49.7499809,49.8151415,-92.86127,-92.6332984,-92.835846,49.785698,"Dryden, Kenora District, Northwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.7193420168753633,13.902757610556328,49.7825612,-92.7472842
Thetford Mines,Thetford Mines,Canada,CA,Quebec,,"Thetford Mines, Quebec, Canada",259067841,8055327,46.0190009,46.2090187,-71.4312881,-71.1486908,-71.30127,46.091329,"Thetford Mines, Les Appalaches, Chaudière-Appalaches, Québec, Canada",relation,boundary,administrative,0.7428362106217198,13.630585560587924,46.114009800000005,-71.28998945000001
Chestermere,Chestermere,Canada,CA,Alberta,,"Chestermere, Alberta, Canada",258851316,4162517,50.9942375,51.0665691,-113.8655386,-113.772502,-113.821414,51.0449653,"Chestermere, Alberta, Canada",relation,boundary,administrative,0.7739172914088158,13.95969016947521,51.0304033,-113.8190203
Sainte-Marthe-sur-le-Lac,Sainte-Marthe-sur-le-Lac,Canada,CA,Quebec,,"Sainte-Marthe-sur-le-Lac, Quebec, Canada",259241746,7699989,45.5040537,45.5450172,-73.973477,-73.9010665,-73.9326476,45.5295339,"Sainte-Marthe-sur-le-Lac, Deux-Montagnes, Laurentides, Québec, J0N 1P0, Canada",relation,boundary,administrative,0.9955568849477787,13.986059010635325,45.52453545,-73.93727175000001
Courtenay,Courtenay,Canada,CA,British Columbia,,"Courtenay, British Columbia, Canada",307730122,2221301,49.6468916,49.7408142,-125.0320134,-124.933149,-124.9954959,49.6894061,"Courtenay, Comox Valley Regional District, British Columbia, Canada",relation,boundary,administrative,0.8574389653268076,13.94177987143762,49.693852899999996,-124.9825812
Whitewater Region,Whitewater Region,Canada,CA,Ontario,,"Whitewater Region, Ontario, Canada",258988847,7352058,45.5281157,45.8986586,-77.0519158,-76.6697233,-76.85228214896162,45.7134018,"Whitewater Region, Renfrew County, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6772775033536222,13.014542555556664,45.71338715,-76.86081955
Petawawa,Petawawa,Canada,CA,Ontario,,"Petawawa, Ontario, Canada",259448416,7351754,45.8095212,45.9832685,-77.4229476,-77.1652444,-77.2826645,45.8984286,"Petawawa, Renfrew County, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6734252226761788,13.693109593427815,45.89639485,-77.294096
Drayton Valley,Drayton Valley,Canada,CA,Alberta,,"Drayton Valley, Alberta, Canada",259031916,6478144,53.177831,53.2504559,-115.0133634,-114.9281765,-114.98288279058107,53.21411265,"Drayton Valley, Alberta, Canada",relation,boundary,administrative,0.8699999999999999,13.963493455921379,53.214143449999995,-114.97076995
Hinton,Hinton,Canada,CA,Alberta,,"Hinton, Alberta, Canada",232422,51973226,53.3646768,53.4446768,-117.610219,-117.530219,-117.570219,53.4046768,"Hinton, Town of Hinton, Alberta, T7V 2B5, Canada",node,place,town,0.7396329945965867,13.96199882697947,53.404676800000004,-117.57021900000001
Kentville,Kentville,Canada,CA,Nova Scotia,,"Kentville, Nova Scotia, Canada",259361335,9174341,45.0554399,45.0900181,-64.5658742,-64.4737542,-64.495212,45.0784875,"Kentville, Town of Kentville, Kings County, Nova Scotia, B4N 4S4, Canada",relation,boundary,administrative,0.7699999999999999,13.984523417161574,45.072729,-64.5198142
Clearview,Clearview,Canada,CA,Ontario,,"Clearview, Ontario, Canada",259018227,7477077,44.2534245,44.4888462,-80.2816653,-79.8611887,-80.06694742944002,44.36827245,"Clearview, Simcoe County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.6853225605055286,13.313240061622148,44.37113535,-80.071427
North Perth,North Perth,Canada,CA,Ontario,,"North Perth, Ontario, Canada",259224414,7486335,43.5478664,43.8446506,-81.1473503,-80.7604658,-80.98352920005001,43.691263199999995,"North Perth, Perth County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6782184742933952,13.202308494114485,43.6962585,-80.95390805
L’Ancienne-Lorette,L'Ancienne-Lorette,Canada,CA,Quebec,,"L'Ancienne-Lorette, Quebec, Canada",259030160,7716093,46.785304,46.8224706,-71.3815722,-71.3341317,-71.3584717,46.8063745,"L'Ancienne-Lorette, Québec (Agglomération), Capitale-Nationale, Québec, Canada",relation,boundary,administrative,0.8093806943921584,13.994488140213328,46.8038873,-71.35785195
Beloeil,Beloeil,Canada,CA,Quebec,,"Beloeil, Quebec, Canada",259263148,7903227,45.5455958,45.6332337,-73.2651329,-73.1847376,-73.2040066,45.5643183,"Beloeil, La Vallée-du-Richelieu, Montérégie, Québec, Canada",relation,boundary,administrative,0.6439912043659237,13.957474682036093,45.58941475,-73.22493525
Sainte-Catherine,Sainte-Catherine,Canada,CA,Quebec,,"Sainte-Catherine, Quebec, Canada",259043626,7785148,45.3848387,45.4215187,-73.6101411,-73.539536,-73.5756074,45.400642,"Sainte-Catherine, Roussillon, Montérégie, Québec, Canada",relation,boundary,administrative,0.7082357871776301,13.988696333286974,45.4031787,-73.57483855000001
Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,Canada,CA,Quebec,,"Saint-Jean-sur-Richelieu, Quebec, Canada",258312083,1600484,45.2332086,45.4131021,-73.4114444,-73.1680234,-73.2533401,45.3056879,"Saint-Jean-sur-Richelieu, Le Haut-Richelieu, Montérégie, Québec, Canada",relation,boundary,administrative,0.9854465747709955,13.700013992770307,45.32315535,-73.28973389999999
Les Cèdres,Les Cedres,Canada,CA,Quebec,,"Les Cedres, Quebec, Canada",259561596,7696242,45.2938693,45.3834116,-74.1948445,-73.9777632,-74.0581993,45.3085563,"Les Cèdres, Vaudreuil-Soulanges, Montérégie, Québec, Canada",relation,boundary,administrative,0.6434918806285772,13.870643900961593,45.33864045,-74.08630385000001
Grand Falls,Grand Falls,Canada,CA,Newfoundland and Labrador,,"Grand Falls, Newfoundland and Labrador, Canada",15912020,1519697398,48.909718,48.949718,-55.675365,-55.635365,-55.655365,48.929718,"Grand Falls, Grand Falls-Windsor, unincorporated Newfoundland, Newfoundland, Newfoundland and Labrador, A2A 2C9, Canada",node,place,suburb,0.9891140618721554,13.995631671554253,48.929717999999994,-55.655365
Stratford,Stratford,Canada,CA,Ontario,,"Stratford, Ontario, Canada",258993293,7486330,43.3387463,43.4007497,-81.0262802,-80.9379315,-80.9818016,43.3700899,"Stratford, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.8031194895466073,13.968459697924695,43.369748,-80.98210585000001
Cobourg,Cobourg,Canada,CA,Ontario,,"Cobourg, Ontario, Canada",258987914,7445435,43.9347315,43.9961048,-78.2174852,-78.1193248,-78.1677784,43.9595998,"Cobourg, Northumberland County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.6988043506708113,13.964630403136825,43.96541815,-78.168405
Hindon Hill,Hindon Hill,Canada,CA,Ontario,,"Hindon Hill, Ontario, Canada",104719824,58584140,45.0406184,45.0445668,-78.7858336,-78.7840985,-78.784838,45.0425552,"Hindon Creek, Algonquin Highlands, Haliburton County, Central Ontario, Ontario, Canada",way,waterway,stream,0.52,15.630996687085688,45.0425926,-78.78496605000001
North Bay,North Bay,Canada,CA,Ontario,,"North Bay, Ontario, Canada",258962278,7129502,46.2271579,46.4469659,-79.5,-79.2569831,-79.4607617,46.3092115,"North Bay, Nipissing District, Northeastern Ontario, Ontario, Canada",relation,boundary,administrative,0.8898030689302149,13.63255769583844,46.3370619,-79.37849155
Ottawa,Ottawa,Canada,CA,Ontario,,"Ottawa, Ontario, Canada",113377,18886011,45.261106,45.581106,-75.850308,-75.530308,-75.690308,45.421106,"Ottawa, (Old) Ottawa, Ottawa, Eastern Ontario, Ontario, K1P 1J1, Canada",node,place,city,1.1019199732723841,13.289341935483886,45.421105999999995,-75.690308
Boisbriand,Boisbriand,Canada,CA,Quebec,,"Boisbriand, Quebec, Canada",259468426,7703994,45.5787251,45.6503011,-73.9317721,-73.8017767,-73.8386827,45.6130352,"Boisbriand, Thérèse-De Blainville, Laurentides, Québec, Canada",relation,boundary,administrative,0.628827330844798,13.941647096990355,45.614513099999996,-73.8667744
Val-des-Monts,Val-des-Monts,Canada,CA,Quebec,,"Val-des-Monts, Quebec, Canada",259183960,7041289,45.5504859,45.8339208,-75.832159,-75.5282661,-75.718442,45.6888132,"Val-des-Monts, Les Collines-de-l'Outaouais, Outaouais, Québec, Canada",relation,boundary,administrative,0.8413349412833712,13.403316262482088,45.69220335,-75.68021255
Queens,Queens,Canada,CA,Nova Scotia,,"Queens, Nova Scotia, Canada",258599917,1306766,43.539518,44.5363764,-65.3975923,-64.2939878,-64.9498882,44.1627641,"Queens County, Nova Scotia, Canada",relation,boundary,administrative,0.9099999999999999,5.0,44.037947200000005,-64.84579005
Mission,Mission,Canada,CA,British Columbia,,"Mission, British Columbia, Canada",258689484,2221187,49.1094164,49.35313,-122.4246398,-122.2249151,-122.2835833,49.1589351,"Mission, Fraser Valley Regional District, British Columbia, Canada",relation,boundary,administrative,0.7699999999999999,13.665780171427237,49.231273200000004,-122.32477745
